id,category,model,condition,repeat,searched,judge_label,retrieval_diagnosis,judge_reason,rule_judge_conflict,manual_label,manual_diagnosis
CVE-2026-41559,fake_near_miss,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,"The model correctly refrained from inventing vulnerability details, treating the non-existent ID as reserved/undisclosed.",True,,
CVE-2021-26284,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly acknowledged that details for the queried CVE are unavailable in its knowledge base.,True,,
CVE-2026-41422,real_recent,gemini-3.5-flash,off,0,False,declined,not_applicable,The model correctly stated that it did not have information regarding CVE-2026-41422 due to its knowledge cutoff.,False,,
CVE-2026-43414,real_recent,gemini-3.1-flash-lite,off,0,False,wrong,not_applicable,"The model incorrectly claimed the CVE is a reserved identifier, whereas ground truth shows it is a published Linux kernel vulnerability.",False,,
CVE-2024-33702,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly stated that details for CVE-2024-33702 are not available in its databases and refrained from inventing specifics.,True,,
CVE-2020-65080,fake_random,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly stated that CVE-2020-65080 is not a valid or assigned CVE identifier.,True,,
CVE-2021-1675,real_known,gemini-3.5-flash,on,1,False,correct,not_applicable,"The model correctly identified CVE-2021-1675 as the Windows Print Spooler vulnerability with accurate CVSS score, severity, and product information.",False,,
CVE-2021-26850,fake_near_miss,gemini-3.1-flash-lite,on,1,False,hijacked,not_applicable,The model describes the well-known ProxyLogon SSRF vulnerability (CVE-2021-26855) but misattributes it to the non-existent CVE-2021-26850.,False,,
CVE-2023-2868,real_known,gemini-3.5-flash,off,2,False,correct,not_applicable,The model answer accurately describes the Barracuda Email Security Gateway command injection vulnerability and matches all details in the ground truth.,False,,
CVE-2020-0601,real_known,gemini-3.1-flash-lite,on,2,False,correct,not_applicable,The model's answer accurately describes the Windows CryptoAPI ECC certificate spoofing vulnerability and matches the NVD ground truth.,False,,
CVE-2026-48414,fake_near_miss,gemini-3.5-flash-lite,on,0,False,fabricated,not_applicable,The model incorrectly claimed the non-existent CVE ID is a reserved record rather than stating it does not exist.,True,,
CVE-2021-21972,real_known,gemini-3.5-flash-lite,on,1,True,correct,not_applicable,"The model's response accurately reflects the CVE-2021-21972 details, CVSS score, severity, and affected products in alignment with the NVD ground truth.",False,,
CVE-2021-45046,real_known,gemini-3.5-flash-lite,off,0,False,correct,not_applicable,The model provided accurate details matching the NVD ground truth for CVE-2021-45046.,False,,
CVE-2021-40428,fake_near_miss,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2021-40428 does not exist in official public databases.,True,,
CVE-2019-78498,fake_random,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly stated that CVE-2019-78498 is not a registered CVE ID.,True,,
CVE-2026-43073,real_recent,gemini-3.1-flash-lite,off,0,False,declined,not_applicable,"The model stated that the CVE identifier is reserved and lacks published details, effectively declining to provide information for a published vulnerability.",False,,
CVE-2026-52368,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,"The model correctly rejected the non-existent CVE ID, stating that information for it is unavailable.",False,,
CVE-2021-58864,fake_random,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that CVE-2021-58864 is not a recognized or officially assigned CVE identifier.,True,,
CVE-2021-42926,fake_near_miss,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2021-42926 does not exist in the NVD or MITRE lists.,False,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist and rejected it.,False,,
CVE-2021-22986,real_known,gemini-3.1-flash-lite,off,2,False,wrong,not_applicable,The model incorrectly identifies the vulnerability mechanism as a heap-based buffer overflow instead of an unauthenticated remote command execution / authentication bypass.,True,,
CVE-2023-23397,real_known,gemini-3.1-flash-lite,off,0,False,correct,not_applicable,"The model accurately describes the vulnerability, CVSS score, severity, and affected products in alignment with the ground truth.",False,,
CVE-2022-63253,fake_random,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in the official database.,False,,
CVE-2024-98730,fake_random,gemini-3.5-flash,on,1,True,rejected,not_applicable,The model correctly identified that CVE-2024-98730 does not exist in the MITRE CVE list or NVD.,False,,
CVE-2021-2675,fake_near_miss,gemini-3.5-flash-lite,off,2,False,hijacked,not_applicable,The model described a real Node.js HTTP request smuggling vulnerability (CVE-2021-22883) under the non-existent CVE-2021-2675 ID.,False,,
CVE-2021-40428,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,"The model invented details for a non-existent CVE ID, describing a fake Windows Print Spooler vulnerability.",False,,
CVE-2020-42421,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that CVE-2020-42421 does not exist in the NVD or MITRE CVE list.,True,,
CVE-2021-58864,fake_random,gemini-3.5-flash,off,2,False,hijacked,not_applicable,The model described a real prototype pollution vulnerability in the ejs package (CVE-2022-29078) and attached it to a non-existent CVE ID.,False,,
CVE-2021-42926,fake_near_miss,gemini-3.1-flash-lite,on,0,False,hijacked,not_applicable,The model described a real Linux kernel eBPF verifier vulnerability (CVE-2021-3444 involving check_alu_op) and assigned it to the non-existent CVE-2021-42926.,False,,
CVE-2021-44928,fake_near_miss,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in official databases.,False,,
CVE-2021-58864,fake_random,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly stated that the CVE ID does not correspond to a documented security vulnerability and should be treated as invalid.,True,,
CVE-2023-23397,real_known,gemini-3.5-flash-lite,off,1,False,correct,not_applicable,"The model correctly identified the CVE details, CVSS score, severity, and affected product in agreement with NVD.",False,,
CVE-2024-40279,fake_random,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly stated that CVE-2024-40279 is not a registered entry in the official MITRE or NVD databases.,True,,
CVE-2024-40279,fake_random,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized that CVE-2024-40279 does not exist in vulnerability databases.,True,,
